Order_ID,Delivery_Time_Minutes,Delivery_Status
118661,58,Delivered
118665,59,Delivered
118666,32,Delivered
118667,49,Delivered
118670,34,Delivered
118671,60,Delivered
118673,35,Delivered
118676,46,Delivered
118678,52,Delivered
118680,45,Delivered
118682,33,Delivered
118686,55,Late
118689,57,Delivered
118691,34,Delivered
118692,34,Delivered
118693,59,Delivered
118694,59,Delivered
118695,32,Cancelled
118696,53,Delivered
118697,40,Delivered
118702,30,Delivered
118703,39,Delivered
118704,34,Delivered
118709,51,Cancelled
118710,64,Delivered
118713,27,Delivered
118714,65,Delivered
118716,36,Delivered
118717,49,Delivered
118721,34,Delivered
118722,26,Delivered
118723,32,Delivered
118725,51,Delivered
118726,59,Delivered
118727,65,Delivered
118729,52,Late
118731,58,Delivered
118732,26,Late
118735,26,Delivered
118740,28,Delivered
118744,65,Delivered
118746,51,Delivered
118747,55,Delivered
118748,38,Delivered
118749,36,Delivered
118751,53,Delivered
118752,61,Delivered
118758,41,Delivered
118759,44,Cancelled
118760,31,Delivered
118761,59,Delivered
118762,53,Delivered
118768,63,Delivered
118769,32,Delivered
118771,41,Delivered
118772,57,Delivered
118773,58,Delivered
118778,37,Delivered
118779,39,Delivered
118780,61,Delivered
118781,61,Delivered
118782,31,Delivered
118783,54,Delivered
118785,35,Delivered
118787,42,Delivered
118789,57,Delivered
118790,54,Delivered
118791,31,Delivered
118793,30,Delivered
118794,58,Delivered
118797,45,Delivered
118798,52,Delivered
118800,27,Delivered
118801,27,Delivered
118802,51,Delivered
118803,39,Delivered
118804,51,Delivered
118805,53,Delivered
118807,45,Delivered
118809,52,Delivered
118811,62,Delivered
118813,36,Delivered
118816,32,Delivered
118818,54,Delivered
118820,44,Delivered
118821,63,Delivered
118822,40,Delivered
118823,36,Delivered
118825,52,Cancelled
118826,33,Delivered
118827,34,Delivered
118828,45,Delivered
118829,38,Delivered
118831,52,Delivered
118833,42,Delivered
118834,37,Delivered
118835,46,Delivered
118837,46,Delivered
118841,27,Delivered
118842,51,Delivered
118844,36,Delivered
118847,25,Delivered
118851,56,Delivered
118855,58,Delivered
118858,62,Delivered
118860,59,Delivered
118862,46,Delivered
118863,33,Delivered
118868,57,Delivered
118869,53,Delivered
118872,54,Cancelled
118873,28,Delivered
118874,30,Delivered
118875,47,Delivered
118878,61,Delivered
118879,40,Late
118881,31,Delivered
118882,45,Delivered
118885,53,Delivered
118888,50,Delivered
118889,29,Delivered
118890,52,Delivered
118891,65,Delivered
118892,57,Delivered
118893,65,Delivered
118894,31,Delivered
118896,56,Delivered
118898,61,Delivered
118901,36,Delivered
118903,33,Delivered
118904,27,Delivered
118905,27,Delivered
118908,64,Delivered
118910,44,Delivered
118912,47,Delivered
118922,49,Delivered
118925,34,Late
118932,51,Delivered
118934,54,Delivered
118938,38,Cancelled
118939,25,Late
118942,33,Delivered
118944,40,Delivered
118947,30,Delivered
118950,26,Delivered
118953,37,Delivered
118955,30,Delivered
118957,35,Delivered
118958,65,Delivered
118960,27,Delivered
118965,42,Late
118966,35,Delivered
118967,56,Delivered
118970,52,Delivered
118974,36,Delivered
118976,45,Delivered
118979,47,Delivered
118984,58,Delivered
118985,54,Delivered
118988,56,Delivered
118992,42,Cancelled
118993,54,Delivered
118994,38,Delivered
118997,36,Delivered
118999,54,Late
119002,36,Late
119003,44,Late
119009,35,Delivered
119010,59,Delivered
119011,40,Delivered
119012,39,Delivered
119013,33,Delivered
119014,42,Delivered
119017,51,Delivered
119018,45,Delivered
119019,61,Late
119021,43,Delivered
119023,32,Delivered
119024,25,Delivered
119031,53,Delivered
119033,54,Delivered
119034,63,Delivered
119035,63,Delivered
119036,58,Delivered
119039,53,Delivered
119040,34,Delivered
119042,34,Delivered
119047,32,Delivered
119051,29,Delivered
119057,46,Delivered
119058,43,Delivered
119060,56,Delivered
119061,51,Delivered
119062,36,Delivered
119063,61,Delivered
119071,39,Delivered
119072,39,Delivered
119074,57,Late
119075,42,Delivered
119077,63,Delivered
119078,45,Delivered
119079,28,Delivered
119081,60,Cancelled
119082,53,Delivered
119083,40,Delivered
119085,47,Delivered
119086,56,Delivered
119088,63,Delivered
119091,59,Late
119092,65,Delivered
119093,39,Delivered
119094,52,Delivered
119095,28,Delivered
119099,53,Late
119102,56,Delivered
119105,38,Delivered
119106,30,Cancelled
119108,46,Delivered
119110,38,Delivered
119116,53,Delivered
119118,57,Delivered
119121,50,Delivered
119122,31,Delivered
119123,29,Cancelled
119128,64,Delivered
119130,48,Delivered
119133,34,Delivered
119136,65,Late
119139,42,Delivered
119149,60,Delivered
119150,52,Delivered
119152,49,Delivered
119153,50,Delivered
119159,59,Delivered
119160,51,Delivered
119162,33,Delivered
119164,65,Delivered
119165,59,Delivered
119167,55,Delivered
119170,52,Delivered
119171,35,Delivered
119172,55,Delivered
119173,47,Delivered
119174,57,Delivered
119175,42,Delivered
119176,47,Delivered
119180,31,Delivered
119181,30,Delivered
119182,60,Delivered
119183,65,Delivered
119186,61,Delivered
119190,46,Delivered
119191,32,Delivered
119192,62,Cancelled
119193,50,Delivered
119194,41,Delivered
119196,27,Delivered
119197,41,Delivered
119199,25,Delivered
119200,42,Delivered
119201,64,Delivered
119204,54,Delivered
119206,37,Delivered
119208,25,Delivered
119213,31,Delivered
119216,61,Delivered
119218,62,Delivered
119219,60,Delivered
119221,30,Delivered
119222,41,Delivered
119223,50,Delivered
119226,42,Delivered
119227,50,Delivered
119228,25,Delivered
119229,54,Delivered
119230,39,Delivered
119232,34,Delivered
119233,31,Delivered
119241,49,Delivered
119245,62,Delivered
119247,43,Delivered
119248,55,Delivered
119249,60,Delivered
119253,35,Delivered
119256,28,Delivered
119257,28,Delivered
119258,33,Delivered
119259,50,Delivered
119263,31,Delivered
119264,65,Delivered
119266,47,Delivered
119268,38,Delivered
119273,60,Delivered
119274,41,Delivered
119275,45,Delivered
119276,62,Delivered
119278,51,Delivered
119279,49,Delivered
119281,51,Delivered
119282,62,Delivered
119284,30,Delivered
119286,45,Delivered
119288,47,Delivered
119289,65,Delivered
119290,27,Cancelled
119291,48,Delivered
119292,52,Delivered
119294,36,Delivered
119296,28,Delivered
119299,35,Delivered
119300,29,Delivered
119301,34,Delivered
119305,44,Late
119306,63,Cancelled
119309,29,Delivered
119310,32,Delivered
119312,50,Delivered
119315,45,Delivered
119317,37,Delivered
119318,65,Delivered
119320,63,Delivered
119321,54,Delivered
119322,29,Delivered
119323,48,Delivered
119325,28,Delivered
119326,58,Cancelled
119327,63,Cancelled
119331,58,Delivered
119332,48,Delivered
119333,25,Delivered
119334,36,Delivered
119337,34,Delivered
119340,41,Delivered
119341,48,Delivered
119342,46,Delivered
119347,65,Delivered
119349,53,Delivered
119350,27,Late
119351,45,Delivered
119352,38,Delivered
119355,34,Delivered
119357,64,Delivered
119358,39,Delivered
119360,28,Delivered
119361,61,Delivered
119363,53,Delivered
119366,53,Delivered
119368,28,Delivered
119369,26,Delivered
119370,36,Delivered
119376,63,Delivered
119377,52,Delivered
119380,40,Delivered
119381,47,Delivered
119382,39,Delivered
119384,53,Delivered
119385,58,Delivered
119391,54,Delivered
119392,44,Delivered
119394,62,Delivered
119395,62,Delivered
119396,41,Delivered
119397,54,Delivered
119398,55,Delivered
119399,46,Delivered
119400,53,Delivered
119406,60,Delivered
119407,56,Delivered
119409,52,Delivered
119412,26,Delivered
119413,45,Delivered
119414,49,Delivered
119416,51,Delivered
119417,56,Delivered
119421,28,Delivered
119422,50,Delivered
119430,64,Delivered
119431,60,Cancelled
119434,60,Delivered
119435,64,Delivered
119436,53,Delivered
119440,55,Delivered
119443,57,Delivered
119446,39,Delivered
119447,51,Delivered
119449,34,Delivered
119451,52,Delivered
119452,59,Delivered
119453,29,Delivered
119454,28,Delivered
119456,58,Delivered
119457,45,Delivered
119459,37,Delivered
119461,55,Delivered
119464,32,Delivered
119471,30,Delivered
119472,31,Late
119476,57,Delivered
119477,56,Delivered
119479,41,Delivered
119480,30,Delivered
119482,54,Delivered
119483,45,Delivered
119485,61,Cancelled
119487,35,Delivered
119488,54,Delivered
119489,26,Late
119490,32,Delivered
119494,51,Delivered
119496,43,Delivered
119497,59,Delivered
119499,64,Delivered
119502,26,Delivered
119503,25,Delivered
119506,43,Delivered
119508,41,Delivered
119511,59,Delivered
119512,46,Delivered
119515,34,Delivered
119517,55,Delivered
119518,63,Delivered
119519,38,Cancelled
119521,26,Delivered
119523,41,Delivered
119524,62,Delivered
119525,62,Delivered
119526,59,Delivered
119528,38,Delivered
119532,65,Delivered
119535,28,Delivered
119540,43,Delivered
119545,35,Delivered
119547,42,Delivered
119549,44,Delivered
119550,63,Delivered
119551,65,Late
119554,41,Delivered
119556,34,Delivered
119557,64,Delivered
119559,42,Late
119565,62,Cancelled
119568,37,Delivered
119571,61,Delivered
119572,62,Delivered
119573,36,Delivered
119574,49,Delivered
119577,33,Delivered
119578,45,Delivered
119579,54,Delivered
119580,27,Delivered
119585,58,Delivered
119586,37,Delivered
119589,46,Delivered
119590,37,Delivered
119591,43,Delivered
119594,51,Delivered
119596,25,Delivered
119601,55,Delivered
119602,27,Delivered
119606,51,Delivered
119609,34,Delivered
119611,25,Delivered
119612,43,Cancelled
119614,58,Delivered
119615,38,Delivered
119617,35,Delivered
119618,55,Delivered
119619,28,Delivered
119622,28,Delivered
119625,29,Delivered
119627,54,Delivered
119628,37,Delivered
119629,61,Delivered
119632,35,Delivered
119634,43,Delivered
119636,47,Delivered
119640,54,Delivered
119641,41,Delivered
119644,59,Delivered
119648,56,Delivered
119651,31,Delivered
119653,50,Late
119656,46,Delivered
119657,49,Delivered
119658,28,Delivered
119660,30,Delivered
119661,36,Delivered
119662,48,Delivered
119663,59,Delivered
119665,27,Delivered
119667,42,Delivered
119669,39,Delivered
119670,51,Delivered
119672,54,Delivered
119674,34,Delivered
119675,47,Delivered
119676,38,Delivered
119677,63,Delivered
119678,25,Delivered
119679,61,Late
119683,49,Delivered
119685,58,Delivered
119686,35,Delivered
119688,39,Delivered
119691,35,Delivered
119692,58,Delivered
119694,62,Delivered
119695,30,Delivered
119696,42,Delivered
119698,26,Delivered
119699,29,Delivered
119703,35,Delivered
119704,36,Delivered
119705,33,Delivered
119710,52,Delivered
119713,42,Delivered
119714,41,Delivered
119717,62,Delivered
119719,42,Cancelled
119722,42,Delivered
119724,63,Delivered
119725,52,Late
119728,42,Delivered
119734,57,Delivered
119736,43,Delivered
119738,57,Cancelled
119739,28,Delivered
119741,27,Delivered
119744,34,Delivered
119749,28,Delivered
119753,38,Delivered
119755,25,Delivered
119760,52,Delivered
119761,49,Late
119763,53,Delivered
119765,38,Delivered
119770,53,Delivered
119771,57,Delivered
119772,53,Delivered
119776,44,Delivered
119777,55,Late
119778,49,Delivered
119779,35,Delivered
119780,36,Delivered
119783,26,Delivered
119785,40,Delivered
119787,58,Late
119793,62,Delivered
119797,25,Delivered
119799,47,Delivered
119801,40,Delivered
119804,26,Delivered
119805,51,Delivered
119806,31,Delivered
119813,43,Delivered
119814,32,Late
119816,51,Delivered
119817,28,Delivered
119818,35,Cancelled
119820,41,Delivered
119821,42,Delivered
119824,60,Delivered
119828,33,Delivered
119834,25,Delivered
119839,26,Delivered
119840,38,Delivered
119841,49,Delivered
119844,44,Delivered
119846,63,Delivered
119848,41,Delivered
119849,37,Delivered
119850,41,Delivered
119851,30,Delivered
119852,47,Delivered
119854,50,Late
119855,54,Delivered
119856,30,Delivered
119857,44,Delivered
119859,52,Delivered
119860,63,Delivered
119861,37,Delivered
119863,27,Delivered
119864,36,Delivered
119865,41,Delivered
119866,60,Delivered
119867,49,Delivered
119868,44,Delivered
119870,29,Delivered
119872,61,Delivered
119876,39,Delivered
119878,41,Delivered
119880,60,Delivered
119883,52,Late
119885,57,Delivered
119888,65,Late
119894,53,Delivered
119898,51,Delivered
119900,40,Delivered
119904,52,Delivered
119908,29,Delivered
119910,46,Delivered
119913,35,Cancelled
119914,55,Delivered
119916,41,Delivered
119917,47,Delivered
119919,60,Delivered
119923,43,Delivered
119924,56,Delivered
119925,30,Late
119928,53,Delivered
119929,25,Delivered
119930,36,Delivered
119934,31,Delivered
119935,52,Delivered
119937,54,Delivered
119938,33,Delivered
119939,65,Late
119941,25,Delivered
119948,65,Delivered
119951,45,Delivered
119952,57,Delivered
119954,25,Delivered
119958,51,Delivered
119959,50,Delivered
119961,54,Delivered
119965,39,Delivered
119967,44,Delivered
119969,41,Cancelled
119970,53,Delivered
119971,52,Delivered
119972,31,Delivered
119973,57,Delivered
119976,62,Delivered
119977,51,Delivered
119978,59,Delivered
119979,32,Delivered
119981,57,Delivered
119982,32,Delivered
119985,55,Delivered
119987,48,Delivered
119992,38,Delivered
119996,58,Delivered
119997,36,Delivered
120002,31,Delivered
120003,54,Delivered
120004,55,Delivered
120005,42,Cancelled
120008,51,Delivered
120010,52,Delivered
120012,33,Delivered
120013,38,Delivered
120015,30,Delivered
120018,50,Delivered
120020,60,Delivered
120029,35,Delivered
120031,47,Delivered
120034,63,Delivered
120035,56,Late
120036,59,Delivered
120037,65,Delivered
120042,45,Delivered
120044,43,Late
120045,31,Late
120048,50,Delivered
120049,48,Delivered
120051,55,Delivered
120052,54,Delivered
120053,56,Delivered
120056,56,Delivered
120057,49,Delivered
120058,39,Delivered
120060,48,Delivered
120064,42,Late
120065,34,Delivered
120067,32,Delivered
120068,54,Delivered
120069,60,Delivered
120071,62,Delivered
120073,29,Delivered
120076,29,Delivered
120078,62,Late
120081,35,Delivered
120082,57,Delivered
120083,34,Delivered
120085,65,Delivered
120086,38,Late
120088,62,Delivered
120091,50,Delivered
120093,44,Delivered
120096,48,Delivered
120097,32,Delivered
120099,37,Delivered
120106,25,Delivered
120107,46,Delivered
120109,51,Delivered
120111,46,Delivered
120118,50,Delivered
120120,60,Late
120122,25,Delivered
120129,56,Delivered
120130,50,Delivered
120134,50,Delivered
120139,57,Delivered
120140,44,Delivered
120143,42,Delivered
120144,54,Delivered
120146,63,Delivered
120150,52,Late
120152,49,Delivered
120154,65,Delivered
120156,58,Delivered
120157,39,Delivered
120158,48,Delivered
120159,52,Delivered
120160,56,Delivered
120162,65,Delivered
120164,30,Delivered
120169,25,Delivered
120170,29,Delivered
120172,33,Cancelled
120176,26,Delivered
120180,43,Late
120183,29,Delivered
120187,41,Delivered
120188,27,Delivered
120190,32,Delivered
120193,56,Delivered
120194,34,Delivered
120195,39,Delivered
120196,42,Delivered
120198,44,Delivered
120201,32,Delivered
120202,46,Delivered
120205,64,Delivered
120208,58,Delivered
120216,53,Delivered
120221,36,Delivered
120225,39,Delivered
120226,50,Delivered
120228,37,Delivered
120230,65,Delivered
120235,65,Delivered
120236,61,Delivered
120241,38,Delivered
120243,46,Delivered
120244,62,Delivered
120248,44,Delivered
120249,47,Delivered
120253,40,Delivered
120254,36,Delivered
120257,51,Late
120261,27,Delivered
120262,60,Delivered
120263,50,Delivered
120264,42,Delivered
120266,38,Delivered
120267,64,Delivered
120268,30,Delivered
120269,46,Delivered
120272,49,Delivered
120275,53,Delivered
120281,29,Delivered
120283,62,Delivered
120285,30,Delivered
120286,53,Late
120287,61,Delivered
120288,62,Delivered
120293,36,Delivered
120296,44,Delivered
120297,26,Delivered
120298,27,Delivered
120299,39,Delivered
120301,41,Delivered
120302,49,Delivered
120303,33,Delivered
120304,65,Delivered
120308,27,Delivered
120309,27,Late
120313,40,Cancelled
120314,26,Delivered
120320,32,Delivered
120322,44,Delivered
120324,54,Delivered
120325,60,Delivered
120327,53,Delivered
120328,40,Delivered
120332,44,Delivered
120333,45,Delivered
120335,44,Delivered
120336,31,Delivered
120338,38,Delivered
120339,39,Delivered
120340,40,Delivered
120341,34,Delivered
120342,39,Delivered
120343,52,Delivered
120345,37,Cancelled
120347,36,Delivered
120349,39,Delivered
120350,39,Delivered
120351,48,Delivered
120354,57,Delivered
120357,65,Late
120358,62,Delivered
120360,25,Delivered
120361,62,Delivered
120363,65,Delivered
120364,31,Delivered
120365,61,Delivered
120369,26,Delivered
120370,59,Delivered
120373,51,Late
120375,41,Delivered
120376,37,Delivered
120377,64,Cancelled
120378,29,Delivered
120380,51,Delivered
120382,57,Delivered
120384,63,Delivered
120385,25,Late
120388,54,Delivered
120392,35,Delivered
120393,60,Delivered
120394,34,Delivered
120397,32,Delivered
120398,46,Delivered
120399,30,Delivered
120401,43,Delivered
120402,37,Delivered
120403,52,Delivered
120404,58,Delivered
120406,51,Delivered
120408,28,Delivered
120409,26,Delivered
120410,28,Delivered
120411,37,Delivered
120414,39,Late
120416,41,Delivered
120418,36,Delivered
120419,36,Delivered
120421,43,Delivered
120422,64,Late
120423,29,Delivered
120425,39,Delivered
120434,33,Delivered
120437,36,Delivered
120440,43,Delivered
120441,65,Delivered
120443,55,Delivered
120447,32,Delivered
120448,65,Delivered
120449,51,Delivered
120450,56,Delivered
120451,42,Delivered
120453,48,Delivered
120454,53,Delivered
120455,45,Delivered
120456,61,Delivered
120458,41,Delivered
120462,59,Delivered
120463,59,Delivered
120464,51,Delivered
120468,41,Delivered
120469,58,Delivered
120470,60,Delivered
120475,56,Delivered
120478,30,Delivered
120479,25,Delivered
120480,56,Delivered
120481,39,Delivered
120482,49,Late
120484,49,Delivered
120485,48,Delivered
120488,40,Delivered
120489,41,Delivered
120490,62,Delivered
120491,60,Delivered
120494,62,Delivered
120495,37,Delivered
120498,58,Cancelled
120500,54,Delivered
120501,33,Delivered
120503,47,Late
120509,44,Late
120511,45,Delivered
120513,31,Delivered
120517,29,Delivered
120518,49,Delivered
120519,63,Delivered
120520,36,Delivered
120528,48,Delivered
120529,31,Delivered
120531,26,Delivered
120532,63,Delivered
120536,28,Delivered
120539,32,Delivered
120542,43,Delivered
120544,40,Delivered
120545,34,Delivered
120547,50,Delivered
120548,52,Late
120549,59,Delivered
120550,41,Late
120551,39,Delivered
120553,32,Delivered
120557,55,Delivered
120558,33,Delivered
120559,39,Delivered
120562,36,Delivered
120566,52,Delivered
120569,44,Delivered
120572,49,Delivered
120573,54,Delivered
120575,54,Delivered
120576,63,Delivered
120577,31,Delivered
120579,46,Delivered
120581,49,Delivered
120582,62,Delivered
120583,44,Delivered
120584,48,Delivered
120585,44,Late
120586,64,Delivered
120588,34,Delivered
120589,54,Delivered
120590,35,Delivered
120596,29,Delivered
120597,60,Delivered
120599,53,Late
120600,25,Delivered
120602,32,Delivered
120604,64,Delivered
120608,25,Delivered
120613,44,Delivered
120615,45,Delivered
120616,60,Delivered
120617,27,Delivered
120618,52,Delivered
120619,37,Delivered
120620,45,Delivered
120621,60,Delivered
120623,36,Delivered
120625,30,Late
120627,42,Delivered
120630,31,Delivered
120631,54,Delivered
120633,61,Delivered
120634,39,Delivered
120635,33,Delivered
120636,59,Delivered
120641,29,Delivered
120642,52,Late
120644,41,Delivered
120645,46,Delivered
120648,26,Delivered
120649,35,Delivered
120650,55,Delivered
120654,50,Delivered
120655,37,Delivered
120658,35,Delivered
120660,57,Delivered
120661,33,Cancelled
120665,54,Delivered
120671,28,Delivered
120675,31,Delivered
120676,44,Cancelled
120677,35,Delivered
120678,26,Delivered
120679,52,Delivered
120681,63,Delivered
120683,52,Delivered
120684,30,Delivered
120685,47,Delivered
120686,41,Late
120687,57,Late
120688,56,Delivered
120689,26,Delivered
120693,37,Delivered
120695,55,Delivered
120696,65,Delivered
120699,55,Delivered
120700,46,Delivered
120703,32,Delivered
120704,62,Delivered
120705,59,Delivered
120706,51,Delivered
120707,26,Delivered
120709,38,Delivered
120710,44,Delivered
120713,58,Delivered
120714,54,Cancelled
120717,56,Delivered
120718,42,Delivered
120720,44,Delivered
120721,58,Delivered
120725,27,Delivered
120726,29,Delivered
120729,63,Delivered
120730,50,Delivered
120732,32,Delivered
120733,47,Delivered
120734,47,Late
120735,32,Delivered
120739,64,Late
120742,43,Delivered
120744,41,Delivered
120747,32,Delivered
120749,58,Delivered
120750,59,Delivered
120752,60,Late
120753,26,Delivered
120754,33,Delivered
120760,36,Delivered
120761,34,Delivered
120764,49,Delivered
120765,31,Delivered
120766,35,Delivered
120769,37,Delivered
120771,50,Delivered
120772,61,Delivered
120774,47,Delivered
120776,32,Delivered
120778,49,Delivered
120783,31,Delivered
120786,49,Delivered
120787,54,Delivered
120788,42,Delivered
120790,36,Delivered
120791,58,Delivered
120792,58,Delivered
120793,62,Delivered
120794,43,Delivered
120799,43,Delivered
120800,43,Delivered
120802,62,Delivered
120804,50,Delivered
120807,40,Delivered
120810,48,Delivered
120812,31,Delivered
120814,41,Delivered
120815,27,Delivered
120816,51,Delivered
120817,34,Delivered
120819,45,Delivered
120821,25,Delivered
120822,50,Delivered
120824,38,Delivered
120827,50,Delivered
120829,45,Delivered
120830,64,Late
120832,45,Delivered
120833,63,Delivered
120835,34,Late
120836,44,Delivered
120837,47,Delivered
120838,63,Delivered
120839,48,Delivered
120840,30,Late
120843,27,Delivered
120844,61,Delivered
120846,47,Delivered
120847,38,Delivered
120852,54,Delivered
120853,58,Delivered
120856,34,Delivered
120859,41,Delivered
120861,26,Delivered
120863,53,Delivered
120864,56,Cancelled
120867,47,Delivered
120870,47,Delivered
120871,25,Late
120873,27,Delivered
120874,60,Delivered
120875,43,Delivered
120878,27,Delivered
120884,60,Delivered
120886,65,Delivered
120887,56,Delivered
120889,56,Delivered
120890,54,Delivered
120893,60,Delivered
120897,30,Delivered
120898,30,Delivered
120899,53,Delivered
120902,47,Delivered
120903,60,Delivered
120905,36,Cancelled
120906,38,Delivered
120908,56,Delivered
120911,43,Delivered
120912,49,Delivered
120916,49,Delivered
120918,50,Delivered
120919,41,Delivered
120920,53,Delivered
120921,64,Delivered
120923,42,Delivered
120925,36,Delivered
120927,46,Late
120929,32,Delivered
120930,29,Delivered
120932,58,Delivered
120933,39,Delivered
120935,25,Delivered
120937,45,Delivered
120938,65,Delivered
120940,42,Delivered
120942,36,Delivered
120943,65,Delivered
120944,60,Delivered
120945,34,Delivered
120946,52,Delivered
120947,35,Delivered
120956,65,Delivered
120958,42,Delivered
120959,48,Delivered
120960,41,Delivered
120961,43,Late
120963,63,Delivered
120964,37,Delivered
120966,51,Delivered
120967,63,Delivered
120968,37,Delivered
120971,41,Delivered
120972,31,Delivered
120973,31,Delivered
120974,61,Late
120975,31,Delivered
120976,30,Delivered
120980,57,Delivered
120981,64,Delivered
120982,45,Delivered
120985,50,Delivered
120988,33,Delivered
120989,45,Delivered
120994,52,Delivered
120995,55,Delivered
120996,61,Delivered
120998,42,Delivered
120999,26,Delivered
121001,37,Delivered
121005,47,Delivered
121006,55,Delivered
121007,42,Delivered
121008,37,Delivered
121010,39,Delivered
121015,50,Delivered
121017,60,Delivered
121020,27,Delivered
121022,52,Delivered
121026,29,Delivered
121035,57,Cancelled
121038,26,Delivered
121039,62,Delivered
121044,26,Delivered
121046,55,Delivered
121048,25,Delivered
121049,32,Delivered
121050,30,Delivered
121051,31,Delivered
121057,47,Delivered
121058,44,Delivered
121072,38,Delivered
121073,61,Delivered
121075,57,Delivered
121076,47,Delivered
121077,53,Delivered
121082,39,Delivered
121083,42,Delivered
121086,41,Delivered
121087,57,Delivered
121088,37,Delivered
121090,28,Delivered
121091,52,Delivered
121092,54,Delivered
121093,56,Delivered
121098,65,Delivered
121102,43,Delivered
121104,54,Delivered
121105,36,Delivered
121106,51,Delivered
121107,48,Delivered
121112,62,Delivered
121113,39,Delivered
121114,26,Late
121117,33,Cancelled
121120,50,Late
121121,34,Delivered
121122,61,Delivered
121124,44,Delivered
121125,25,Delivered
121127,65,Delivered
121128,27,Delivered
121131,30,Cancelled
121133,35,Delivered
121137,41,Delivered
121138,46,Delivered
121139,45,Delivered
121145,38,Delivered
121146,27,Delivered
121147,64,Delivered
121148,39,Delivered
121149,38,Delivered
121151,39,Delivered
121152,49,Delivered
121154,59,Delivered
121155,37,Late
121156,65,Delivered
121160,41,Delivered
121162,30,Delivered
121164,34,Delivered
121168,31,Delivered
121169,34,Delivered
121170,32,Delivered
121173,42,Delivered
121177,33,Delivered
121179,46,Delivered
121181,56,Late
121182,47,Delivered
121183,47,Delivered
121184,41,Delivered
121187,26,Delivered
121189,61,Delivered
121191,37,Delivered
121192,63,Delivered
121196,29,Delivered
121197,38,Delivered
121198,57,Delivered
121200,38,Late
121206,51,Delivered
121207,31,Cancelled
121208,52,Delivered
121211,32,Delivered
121213,43,Delivered
121214,47,Delivered
121215,65,Delivered
121217,36,Delivered
121218,52,Delivered
121219,49,Delivered
121221,26,Delivered
121222,44,Delivered
121226,34,Delivered
121227,27,Delivered
121232,51,Delivered
121234,33,Delivered
121237,59,Delivered
121238,54,Delivered
121239,53,Delivered
121245,53,Delivered
121247,54,Delivered
121248,34,Delivered
121251,46,Delivered
121252,37,Delivered
121255,52,Delivered
121256,63,Delivered
121257,29,Delivered
121258,63,Delivered
121259,60,Delivered
121260,41,Delivered
121261,62,Delivered
121262,26,Delivered
121263,27,Delivered
121264,52,Delivered
121266,48,Delivered
121268,25,Delivered
121270,35,Delivered
121271,28,Delivered
121272,48,Delivered
121274,65,Delivered
121275,30,Delivered
121277,39,Delivered
121278,48,Delivered
121282,45,Late
121283,44,Delivered
121284,30,Delivered
121286,50,Delivered
121288,31,Delivered
121290,59,Delivered
121291,31,Delivered
121293,63,Delivered
121295,32,Delivered
121297,31,Delivered
121300,48,Delivered
121302,64,Delivered
121303,25,Delivered
121309,59,Delivered
121310,58,Late
121318,60,Delivered
121319,63,Delivered
121320,38,Delivered
121321,35,Delivered
121324,56,Delivered
121325,35,Delivered
121327,59,Delivered
121328,53,Delivered
121334,63,Delivered
121338,53,Delivered
121340,57,Delivered
121342,53,Delivered
121343,38,Delivered
121346,59,Delivered
121347,43,Delivered
121349,56,Delivered
121350,51,Delivered
121351,48,Late
121352,36,Delivered
121353,26,Late
121355,40,Delivered
121357,44,Delivered
121360,63,Delivered
121361,39,Delivered
121365,29,Late
121366,34,Delivered
121374,53,Delivered
121384,65,Delivered
121385,30,Delivered
121386,62,Delivered
121387,57,Delivered
121389,34,Delivered
121390,38,Delivered
121393,54,Delivered
121396,31,Delivered
121397,59,Delivered
121398,28,Delivered
121399,32,Delivered
121401,50,Delivered
121402,55,Delivered
121411,30,Delivered
121412,44,Delivered
121413,54,Delivered
121414,32,Delivered
121415,26,Delivered
121416,65,Delivered
121418,47,Delivered
121419,58,Delivered
121421,63,Delivered
121422,31,Delivered
121427,38,Delivered
121428,49,Delivered
121429,26,Delivered
121433,52,Delivered
121435,65,Delivered
121436,52,Delivered
121438,48,Delivered
121441,27,Delivered
121442,35,Delivered
121443,36,Delivered
121447,27,Delivered
121448,32,Delivered
121450,45,Delivered
121452,51,Cancelled
121454,49,Delivered
121455,36,Delivered
121456,27,Delivered
121457,50,Delivered
121458,55,Delivered
121459,56,Delivered
121462,62,Delivered
121463,42,Delivered
121466,28,Delivered
121468,60,Delivered
121470,53,Delivered
121475,43,Delivered
121478,44,Delivered
121479,58,Delivered
121480,39,Cancelled
121481,59,Delivered
121482,54,Delivered
121483,57,Delivered
121484,28,Delivered
121487,57,Delivered
121489,63,Delivered
121491,36,Delivered
121492,37,Late
121499,50,Cancelled
121501,53,Delivered
121508,57,Delivered
121509,40,Delivered
121512,62,Delivered
121513,54,Delivered
121517,54,Delivered
121519,47,Delivered
121526,48,Delivered
121527,60,Delivered
121529,55,Delivered
121530,47,Delivered
121531,59,Delivered
121532,27,Delivered
121533,55,Delivered
121536,54,Delivered
121537,35,Delivered
121539,53,Delivered
121540,65,Delivered
121542,44,Delivered
121543,61,Delivered
121544,49,Delivered
121545,26,Delivered
121548,55,Delivered
121549,45,Delivered
121552,57,Delivered
121555,46,Delivered
121556,61,Delivered
121557,32,Delivered
121558,26,Delivered
121559,55,Delivered
121560,53,Delivered
121562,41,Delivered
121564,57,Delivered
